rays, sec,   rec-ord
35307, 7.5, 0
35340, 4.4, 0
35364, 5.9, 0
35380, 8.5, 1
35399, 5.5, 0
35579, 14.7, 1
35630, 8.9, 1
35644, 4.1, 0
35710, 16.5, 1
35733, 18.0, 0
35759, 5.9, 0
35794, 13.0, 1
35816, 9.7, 0
35840, 2.6, 0
35943, 7.8, 0
35961, 7.7, 0
35997, 6.7, 0
36023, 19.0, 1
36037, 8.7, 0
36166, 4.7, 0
36189, 5.0, 0
36343, 3.5, 0
36362, 4.0, 0
36385, 6.5, 0
36427, 7.8, 0
36505, 13.1, 0
36578, 3.1, 0
36589, 2.6, 0
36604, 4.5, 0
36661, 15.6, 0
36669, 4.4, 0
36751, 4.1, 0
36774, 5.8, 0
36822, 9.5, 0
36846, 9.5, 0
36933, 8.8, 0
36952, 4.4, 0
37002, 4.0, 0
37019, 3.6, 0
37063, 7.5, 0
37208, 8.0, 1
37208, 4.7, 0
37244, 4.0, 1
37294, 8.5, 0
37315, 2.7, 0
37335, 3.0, 1
37383, 6.0, 0
37494, 2.6, 0
37669, 8.3, 1
37731, 96.8, 1
37792, 5.0, 1
37837, 15.0, 0
37868, 9.1, 0
37947, 4.2, 0
37955, 3.8, 0
37987, 4.9, 0
37995, 4.4, 0
38034, 4.2, 0
38087, 3.1, 0
38173, 12.7, 1
38186, 4.2, 1
38270, 4.0, 0
38289, 4.1, 0
38329, 9.5, 1
38362, 11.8, 0
38382, 5.3, 0
38390, 5.1, 0
38478, 7.0, 0
38481, 5.4, 0
38581, 7.4, 0
38622, 5.0, 0
38637, 15.2, 0
38672, 4.9, 0
38747, 17.6, 0
38750, 4.4, 0
38762, 2.7, 0
38765, 26.1, 1
38886, 6.1, 0
38916, 2.2, 0
38925, 14.6, 0
38950, 12.5, 1
39021, 3.3, 0
39067, 7.6, 1
39163, 14.1, 0
39178, 6.6, 1
39240, 10.4, 0
39327, 10.5, 0
39480, 13.8, 0
39492, 6.4, 0
39582, 53.7, 1
39694, 14.8, 1
39803, 6.2, 0
39852, 5.4, 0
39908, 8.6, 0
40025, 3.1, 0
40090, 6.6, 0
40196, 4.6, 0
40268, 5.1, 0
40313, 6.6, 0
40382, 6.6, 0
40423, 3.7, 1
40437, 59.0, 1
40492, 11.4, 1
40546, 9.9, 1
40588, 5.4, 0
40612, 5.0, 0
40679, 18.5, 0
40687, 4.3, 0
40706, 2.5, 0
40737, 12.2, 0
40742, 4.0, 0
40747, 19.4, 0
40820, 9.8, 0
40836, 8.7, 0
40895, 5.8, 0
40925, 7.2, 0
40946, 28.9, 1
41104, 7.7, 0
41145, 12.6, 0
41188, 4.5, 0
41226, 5.9, 0
41236, 4.7, 0
41242, 6.8, 0
41242, 5.4, 0
41264, 11.0, 1
41297, 10.5, 1
41430, 4.3, 1
41434, 6.0, 0
41484, 4.7, 0
41551, 12.1, 0
41564, 3.9, 1
41738, 12.7, 1
41738, 14.7, 1
41867, 13.9, 0
41972, 2.9, 0
41994, 11.9, 1
42067, 3.3, 0
42096, 3.4, 0
42103, 11.0, 1
42103, 11.7, 1
42185, 4.8, 0
42293, 4.6, 0
42342, 3.2, 1
42363, 45.0, 1
42410, 6.9, 0
42413, 3.4, 1
42465, 29.9, 1
42475, 46.0, 0
42482, 3.3, 0
42564, 5.8, 0
42863, 9.6, 0
42916, 6.2, 0
42979, 7.2, 0
43018, 66.6, 0
43100, 16.8, 1
43127, 3.7, 0
43201, 5.4, 1
43226, 14.9, 0
43372, 12.5, 1
43462, 13.8, 1
43540, 4.9, 0
43586, 5.9, 0
43826, 6.7, 0
43837, 4.6, 0
43882, 7.3, 0
43963, 4.3, 0
44099, 9.1, 0
44218, 5.7, 0
44223, 3.3, 0
44416, 7.5, 0
44448, 9.6, 0
44538, 5.9, 0
44543, 4.0, 0
44686, 7.2, 0
44694, 14.8, 1
44706, 16.0, 1
44722, 4.9, 1
44809, 4.6, 0
44812, 6.8, 1
44821, 9.6, 1
44821, 7.8, 1
44930, 7.9, 0
45054, 50.3, 0
45137, 6.5, 0
45165, 6.4, 0
45276, 6.8, 0
45425, 5.1, 0
45491, 12.6, 1
45496, 10.9, 0
45577, 8.6, 0
45660, 47.8, 0
45726, 5.3, 0
45765, 6.1, 1
45840, 8.3, 0
45936, 30.1, 1
46111, 8.7, 1
46246, 6.4, 0
46260, 5.3, 0
46322, 10.6, 1
46427, 5.6, 1
46480, 6.3, 1
46501, 5.5, 0
46510, 9.9, 0
46655, 17.8, 0
46655, 18.8, 0
46686, 3.9, 0
46692, 8.1, 1
46889, 8.9, 0
46889, 8.0, 0
46947, 11.1, 0
47258, 33.0, 1
47297, 6.8, 0
47355, 6.9, 0
47377, 12.8, 0
47391, 13.2, 0
47483, 10.8, 1
47659, 6.2, 0
47726, 66.1, 1
47800, 14.3, 0
47835, 18.1, 1
47842, 3.6, 0
47923, 3.5, 0
48079, 24.2, 1
48155, 3.2, 0
48166, 3.4, 0
48238, 3.1, 0
48288, 14.2, 0
48348, 7.1, 0
48416, 5.9, 0
48482, 10.1, 0
48505, 6.6, 0
48824, 5.1, 0
48854, 4.1, 1
48886, 4.4, 0
48929, 7.5, 0
49132, 5.8, 0
49191, 29.6, 1
49292, 6.8, 0
49296, 35.9, 0
49337, 19.5, 0
49495, 9.2, 1
49686, 19.0, 0
49755, 45.7, 0
49772, 27.2, 1
49779, 11.8, 0
49800, 8.3, 0
49846, 13.5, 0
49897, 6.1, 0
49957, 18.7, 0
50015, 4.8, 0
50067, 23.5, 0
50112, 5.2, 1
50148, 28.8, 0
50167, 19.0, 1
50179, 6.0, 0
50182, 14.5, 0
50194, 4.4, 0
50243, 8.1, 0
50441, 24.8, 1
50539, 6.2, 0
50714, 10.3, 0
50741, 6.3, 1
50793, 11.1, 1
50917, 7.2, 0
50932, 5.9, 0
51036, 13.0, 0
51104, 4.1, 0
51112, 3.2, 0
51156, 17.1, 0
51167, 9.1, 0
51221, 5.1, 0
51277, 19.7, 1
51320, 22.8, 1
51445, 10.2, 0
51501, 21.0, 0
51637, 10.6, 1
51638, 37.4, 1
51748, 13.4, 1
51794, 8.4, 0
51807, 9.1, 1
51847, 6.5, 0
51860, 17.8, 0
51939, 13.7, 0
51957, 5.6, 0
52008, 5.6, 0
52035, 20.1, 1
52082, 10.2, 1
52082, 17.4, 0
52156, 3.2, 0
52161, 3.3, 0
52281, 19.5, 0
52308, 7.3, 1
52310, 6.1, 0
52312, 21.8, 0
52543, 6.4, 0
52734, 4.8, 0
52821, 12.1, 0
52838, 12.8, 0
52965, 11.6, 0
52989, 19.1, 0
53040, 5.9, 0
53049, 8.0, 0
53105, 21.9, 1
53261, 9.1, 0
53310, 7.3, 1
53343, 8.2, 0
53372, 7.2, 0
53376, 8.9, 0
53574, 8.4, 0
53697, 8.9, 0
53801, 35.6, 1
54023, 7.3, 0
54031, 37.9, 0
54041, 24.9, 1
54148, 15.5, 0
54189, 8.2, 0
54207, 21.5, 0
54260, 8.9, 0
54263, 5.8, 0
54714, 4.6, 0
54742, 9.8, 1
54777, 20.0, 0
54816, 9.2, 0
54840, 7.8, 0
54911, 18.7, 0
55057, 23.1, 1
55291, 21.3, 0
55475, 5.4, 0
55660, 5.1, 0
55679, 14.5, 0
55711, 9.2, 0
55810, 8.0, 0
55884, 6.5, 0
55951, 22.1, 0
55988, 14.4, 0
56010, 5.3, 0
56098, 5.8, 0
56188, 32.0, 0
56385, 5.8, 0
56461, 5.5, 0
56891, 17.2, 0
56985, 10.1, 0
57068, 8.9, 0
57167, 17.8, 0
57194, 190.1, 0
57243, 31.2, 1
57328, 12.9, 0
57583, 4.8, 0
57683, 5.8, 0
57729, 40.8, 0
57793, 63.5, 0
57892, 7.1, 0
57907, 6.9, 0
58046, 33.1, 0
58050, 19.0, 0
58213, 11.7, 0
58375, 7.7, 0
58509, 21.2, 1
58734, 46.9, 0
58956, 6.3, 1
59061, 6.6, 1
59087, 11.9, 0
59163, 23.3, 1
59337, 22.7, 1
59525, 11.4, 0
59546, 12.7, 0
59619, 14.0, 0
59806, 6.3, 0
59899, 5.5, 0
59949, 13.5, 0
59980, 28.0, 1
60022, 11.1, 0
60491, 32.5, 0
60744, 78.1, 1
60993, 14.2, 0
61255, 6.8, 0
61376, 4.6, 0
61538, 9.8, 0
61592, 19.8, 0
61799, 11.2, 0
61800, 9.7, 0
61913, 12.1, 0
62101, 7.0, 0
62127, 64.0, 0
62364, 10.2, 0
62672, 12.4, 0
62684, 10.8, 1
62701, 7.6, 0
62859, 25.0, 1
63059, 5.2, 0
63090, 6.3, 1
63106, 6.5, 0
63532, 9.9, 0
63595, 10.2, 0
63706, 41.0, 1
63709, 31.2, 1
63831, 5.6, 0
63858, 6.5, 1
63899, 16.3, 1
64249, 8.6, 0
64353, 37.1, 0
64380, 16.5, 0
64491, 81.3, 1
64711, 60.5, 0
64739, 9.2, 0
64809, 22.0, 0
64873, 8.4, 1
64918, 5.8, 0
64933, 17.0, 0
65096, 14.8, 0
65227, 6.8, 1
65403, 66.0, 0
65453, 53.2, 0
65583, 25.9, 0
65694, 16.9, 1
65743, 6.2, 0
65953, 26.7, 0
65953, 6.4, 0
66143, 5.5, 0
66175, 30.3, 0
66236, 16.2, 1
66279, 7.1, 0
66303, 9.9, 0
66692, 17.9, 0
66764, 6.2, 0
66824, 94.0, 0
66989, 18.0, 0
67035, 14.4, 0
67215, 18.6, 0
67305, 24.3, 1
67324, 10.9, 0
67473, 20.4, 0
67547, 8.6, 0
67569, 11.2, 0
67762, 38.0, 0
67878, 24.3, 1
67938, 8.7, 0
68052, 8.9, 0
68063, 116.8, 0
68093, 38.3, 0
68562, 10.9, 0
68742, 11.7, 1
69004, 79.0, 0
69099, 26.4, 0
69105, 40.0, 1
69240, 19.1, 0
69346, 50.9, 0
69418, 12.6, 0
69519, 38.8, 0
69619, 6.3, 0
69905, 76.8, 1
70236, 8.0, 0
70314, 17.0, 0
70630, 6.3, 0
70757, 6.5, 0
70813, 11.9, 0
70818, 11.4, 0
70873, 140.0, 1
70876, 20.6, 0
70918, 22.0, 0
70927, 8.9, 0
70975, 6.3, 0
71007, 63.9, 0
71072, 9.1, 0
71169, 10.5, 0
71172, 11.6, 0
71234, 11.0, 1
71580, 193.9, 0
71626, 19.1, 0
71700, 12.2, 0
71791, 9.3, 0
71864, 13.3, 0
71935, 19.0, 0
71938, 12.8, 0
72007, 91.6, 0
72428, 12.9, 0
72513, 15.4, 0
72607, 9.9, 0
72873, 6.8, 0
72956, 14.8, 1
72956, 14.9, 1
72980, 7.9, 0
73036, 15.8, 0
73110, 14.1, 0
73132, 12.1, 0
73166, 56.3, 1
73195, 45.2, 0
73280, 34.6, 0
73348, 8.6, 0
73416, 10.9, 0
73591, 42.0, 0
73623, 10.0, 1
74087, 46.5, 0
74122, 54.3, 1
74289, 20.2, 0
74320, 9.4, 1
74562, 11.8, 0
74599, 16.6, 0
74693, 120.1, 0
74719, 37.0, 0
74892, 11.4, 0
75237, 14.7, 0
75359, 12.9, 0
75646, 17.0, 0
75742, 25.3, 1
75810, 55.6, 1
75964, 12.1, 0
76028, 31.9, 1
76085, 11.1, 0
76292, 12.0, 0
76419, 13.8, 0
76589, 17.3, 0
76777, 31.2, 1
76900, 38.0, 1
77035, 15.5, 0
77112, 27.4, 0
77286, 7.1, 0
77759, 37.0, 1
77781, 29.3, 0
77884, 24.1, 1
78015, 65.9, 1
78234, 31.8, 1
78234, 59.8, 1
78317, 9.6, 1
78398, 8.8, 0
78494, 26.7, 1
78658, 95.2, 1
78710, 7.3, 1
78788, 55.6, 1
78840, 8.5, 0
79015, 38.8, 0
79739, 6.4, 0
79929, 17.9, 0
80067, 9.7, 0
80083, 8.2, 0
80313, 15.6, 0
80740, 16.1, 0
80961, 42.0, 0
81228, 10.6, 1
81655, 16.0, 0
81655, 15.8, 0
81912, 7.6, 0
81976, 44.0, 1
82345, 104.7, 1
82387, 28.0, 0
82448, 7.7, 0
82690, 13.2, 0
82979, 24.3, 1
83066, 41.0, 0
83237, 54.8, 0
83417, 26.0, 0
84134, 15.9, 0
84141, 26.0, 0
84253, 13.0, 0
84328, 25.5, 1
84836, 26.0, 0
85066, 8.8, 0
85176, 9.3, 0
85453, 25.9, 0
85884, 198.7, 1
85935, 22.8, 0
86714, 10.9, 1
87007, 19.0, 0
87090, 9.0, 0
87299, 8.1, 0
87518, 30.0, 1
87652, 12.4, 0
87685, 27.1, 0
88613, 50.1, 0
89040, 9.1, 1
89117, 10.8, 0
89362, 26.2, 0
89590, 41.0, 0
89678, 96.8, 0
90043, 23.4, 0
90324, 8.9, 0
90550, 57.4, 0
90565, 19.1, 0
90611, 117.0, 0
90690, 25.9, 0
90784, 86.4, 1
91072, 31.0, 0
91203, 15.1, 0
91555, 84.0, 1
91751, 51.0, 1
91787, 72.8, 1
92069, 72.9, 0
92544, 114.6, 1
92856, 25.5, 0
92960, 18.0, 0
92964, 45.4, 0
92993, 68.3, 1
93104, 52.0, 0
93114, 20.7, 0
93218, 34.7, 0
93250, 37.0, 0
93548, 86.6, 1
93875, 13.9, 0
93917, 9.9, 0
94105, 24.0, 0
94407, 26.6, 1
94600, 13.1, 1
94630, 66.0, 0
94664, 21.1, 0
94898, 80.9, 1
95143, 13.7, 0
95264, 25.6, 0
95497, 79.2, 1
95511, 10.4, 0
95571, 40.2, 0
95660, 15.8, 0
95868, 27.6, 0
95875, 20.3, 0
96133, 181.7, 1
96245, 10.7, 0
96434, 40.9, 0
96518, 108.3, 1
96660, 11.7, 0
97192, 52.2, 0
97414, 145.9, 1
97673, 237.2, 0
97757, 17.5, 0
98177, 48.2, 1
98657, 102.2, 0
99031, 11.2, 0
99339, 12.2, 0
99389, 37.4, 0
99592, 13.9, 1
100149, 33.1, 0
100224, 83.2, 0
100286, 15.5, 0
100823, 19.5, 0
100926, 8.2, 0
101038, 17.6, 0
101231, 32.5, 0
101445, 16.0, 0
101481, 27.1, 0
101506, 87.7, 0
101856, 40.3, 0
102615, 21.4, 0
102953, 20.2, 0
103032, 288.5, 0
103181, 26.4, 0
103207, 26.3, 1
103641, 29.2, 1
103723, 132.0, 1
103736, 26.2, 1
104680, 21.9, 0
104745, 174.2, 0
104770, 10.5, 0
105120, 8.5, 0
105423, 14.5, 0
105441, 16.7, 0
105542, 19.0, 0
105573, 24.1, 0
105599, 24.1, 0
106267, 396.6, 1
106675, 34.8, 0
107132, 9.4, 0
107260, 72.3, 1
107501, 157.8, 1
107610, 95.2, 1
107765, 43.2, 1
108580, 44.6, 0
108615, 76.2, 0
109504, 31.2, 0
109761, 90.5, 1
109914, 27.1, 0
110014, 15.0, 0
110504, 87.6, 0
110832, 26.4, 0
110942, 27.7, 0
111134, 11.1, 0
111222, 129.6, 1
112365, 43.1, 0
112628, 31.3, 0
112664, 50.2, 0
113407, 45.0, 1
113521, 9.4, 0
113773, 60.1, 0
114008, 308.1, 1
114373, 18.0, 0
114496, 50.1, 0
114618, 12.2, 0
114629, 143.6, 1
115389, 41.8, 1
115400, 52.7, 0
115552, 76.2, 0
116206, 61.6, 0
116785, 33.8, 0
116841, 18.4, 0
116887, 63.5, 1
116940, 24.6, 0
117159, 538.9, 0
117319, 25.8, 0
117324, 20.9, 0
117527, 14.9, 0
117657, 16.0, 1
117747, 21.2, 1
117958, 42.3, 0
118061, 102.7, 0
118335, 73.9, 1
118543, 35.5, 0
118628, 10.9, 0
118747, 63.2, 0
118974, 26.7, 0
119088, 21.5, 0
119530, 133.3, 1
119625, 47.7, 0
119959, 52.0, 0
120124, 74.5, 0
120828, 69.6, 0
120878, 188.6, 0
121529, 68.9, 0
121622, 21.8, 0
122326, 27.3, 1
122364, 205.6, 1
123362, 61.7, 0
124367, 149.8, 0
124540, 41.2, 0
125175, 17.9, 0
126186, 88.2, 0
126409, 70.6, 1
127015, 43.0, 1
127840, 51.3, 0
127934, 82.0, 1
127988, 20.0, 0
128320, 47.9, 0
128446, 29.6, 0
129481, 40.1, 1
130237, 64.1, 0
131016, 27.9, 0
131068, 744.7, 1
131404, 38.7, 1
131775, 96.0, 0
131926, 84.2, 1
131968, 34.2, 0
132425, 129.4, 1
132667, 25.4, 0
133174, 127.0, 0
134212, 192.9, 0
134304, 21.5, 0
134360, 258.9, 0
135135, 157.4, 1
135177, 68.8, 0
135203, 118.6, 0
136034, 58.0, 0
136369, 115.1, 0
137681, 37.8, 0
137698, 20.1, 0
138338, 231.4, 1
138358, 220.1, 0
138565, 62.1, 1
138805, 20.6, 0
139269, 27.5, 0
139644, 94.9, 1
139886, 234.6, 0
141024, 36.1, 1
141414, 21.4, 0
141940, 35.8, 0
142544, 166.4, 0
142747, 143.0, 1
143254, 27.1, 0
143254, 28.2, 0
143389, 76.8, 0
143463, 159.3, 0
143558, 28.4, 0
143568, 111.9, 0
144040, 15.0, 0
144304, 132.0, 0
144414, 187.5, 1
144818, 87.9, 0
145340, 87.0, 1
145437, 86.5, 0
145731, 21.4, 0
146134, 17.7, 0
147073, 55.8, 1
147143, 26.1, 0
147373, 100.2, 0
147440, 87.5, 1
147786, 1406.5, 1
148716, 85.6, 1
149183, 235.6, 1
149361, 287.4, 0
149617, 571.6, 0
150398, 91.8, 1
152351, 161.3, 1
154005, 163.9, 1
154231, 220.2, 0
154259, 61.2, 1
154453, 56.2, 0
155871, 495.5, 0
156942, 73.0, 1
157694, 149.9, 1
157783, 18.1, 0
158950, 72.2, 0
159126, 164.9, 0
159150, 481.5, 1
160281, 158.4, 1
160775, 190.6, 0
161038, 86.0, 0
162265, 105.6, 0
163118, 29.5, 0
163373, 32.8, 0
164628, 102.1, 0
166446, 167.1, 0
167226, 260.7, 0
167455, 253.0, 1
168439, 208.0, 1
169255, 27.0, 0
169959, 123.8, 0
171447, 89.0, 1
171689, 156.7, 0
171879, 15.9, 0
172037, 30.2, 1
172138, 57.3, 0
172275, 37.0, 0
172325, 80.9, 1
173173, 57.6, 0
175473, 220.1, 1
175599, 109.7, 1
175908, 1102.3, 0
176191, 167.5, 0
177152, 29.4, 1
178740, 63.3, 0
179286, 953.1, 0
179316, 219.9, 1
179381, 73.9, 1
179381, 267.8, 1
179784, 214.7, 1
180193, 145.6, 1
180882, 171.1, 1
181196, 168.8, 0
183135, 84.8, 0
183270, 59.1, 0
184562, 29.3, 0
184944, 142.8, 1
186066, 52.2, 0
191409, 99.4, 0
191432, 234.8, 1
192472, 368.9, 1
193150, 173.3, 0
193775, 779.4, 1
193976, 77.9, 0
194306, 104.3, 0
194877, 70.2, 1
195339, 672.4, 0
195371, 33.1, 0
195722, 250.9, 0
196423, 84.0, 0
198990, 123.8, 0
200514, 53.2, 0
202879, 38.3, 0
203910, 27.1, 1
203910, 567.6, 1
203971, 135.3, 0
204664, 121.6, 0
204772, 55.4, 0
205721, 36.0, 0
205891, 34.3, 0
206916, 66.1, 0
207512, 50.2, 0
208999, 240.5, 0
209012, 36.3, 0
209335, 322.2, 1
209496, 681.5, 0
210805, 245.0, 0
213888, 90.1, 0
214399, 37.2, 1
214862, 1170.0, 0
215796, 127.0, 0
215985, 211.1, 1
217330, 515.5, 0
218739, 72.0, 0
219005, 88.7, 0
219516, 51.7, 0
221221, 328.9, 0
223618, 64.3, 0
223973, 251.2, 1
226031, 116.1, 0
226134, 346.5, 1
226241, 1958.1, 0
226257, 222.8, 1
226970, 86.1, 0
228078, 100.3, 0
228912, 433.6, 1
229050, 147.7, 1
229636, 1006.1, 1
230426, 164.4, 1
230492, 38.2, 0
231134, 311.2, 0
231354, 437.7, 0
232141, 108.1, 0
232977, 44.5, 0
233437, 430.0, 0
233500, 220.7, 0
233574, 311.3, 0
234610, 427.6, 0
234839, 201.8, 0
234859, 92.2, 0
235031, 33.9, 0
235674, 203.7, 1
236002, 106.1, 0
236125, 86.7, 0
236756, 142.6, 0
237080, 58.3, 1
239857, 297.9, 1
239940, 98.5, 1
241121, 87.0, 0
243299, 658.7, 1
243910, 446.6, 1
243987, 204.5, 0
244325, 1626.4, 1
244944, 40.3, 0
246003, 133.4, 0
246125, 156.8, 1
246903, 44.7, 1
249620, 119.2, 0
250637, 34.7, 0
251921, 106.7, 0
253377, 29.8, 0
255638, 218.0, 0
257858, 1200.8, 0
258404, 214.2, 0
258515, 82.0, 0
258790, 351.8, 0
259317, 2105.0, 0
261621, 344.5, 1
261749, 197.1, 0
261810, 87.4, 0
261894, 122.8, 0
262848, 94.5, 0
264320, 38.3, 0
267528, 502.7, 0
267648, 412.4, 0
270146, 222.4, 0
271870, 112.8, 0
275571, 2230.6, 0
275888, 525.0, 0
278230, 1372.0, 0
278664, 341.9, 1
280099, 161.0, 0
283270, 861.8, 0
288092, 68.0, 0
288537, 208.0, 0
292337, 299.5, 0
293125, 404.0, 0
295568, 635.0, 0
296910, 242.6, 0
300023, 621.0, 0
301557, 131.5, 0
303430, 124.4, 1
305341, 495.1, 0
305559, 56.1, 0
305699, 250.1, 0
307234, 283.1, 0
308656, 1242.8, 0
308793, 931.1, 1
308836, 490.2, 0
311441, 208.5, 0
312036, 231.8, 0
313047, 256.1, 0
320753, 158.6, 0
321332, 3058.3, 1
322122, 199.6, 0
324697, 927.5, 0
325511, 409.0, 0
329482, 950.9, 0
335644, 66.3, 0
338141, 2148.5, 1
343568, 871.1, 0
354910, 443.1, 1
373047, 557.1, 0
375612, 77.4, 0
375780, 334.0, 0
388379, 286.2, 0
388599, 113.2, 0
389494, 289.1, 0
392360, 1309.2, 1
392850, 683.9, 1
394127, 1319.5, 0
396931, 288.1, 0
397724, 3453.8, 1
407071, 593.9, 0
407220, 268.8, 0
412256, 1066.1, 0
421201, 406.9, 0
425553, 90.5, 1
431202, 303.5, 0
431650, 434.5, 0
436333, 363.1, 0
436445, 1541.0, 0
442668, 2172.4, 0
445608, 353.7, 0
449288, 296.4, 0
450554, 512.8, 1
478919, 2250.5, 0
479939, 3812.2, 0
480099, 1878.7, 0
482937, 1066.2, 0
486366, 186.7, 0
489261, 547.0, 0
489712, 197.2, 1
490719, 984.4, 0
491165, 171.7, 1
500903, 1310.8, 0
506423, 369.1, 0
507842, 100.1, 0
522297, 150.9, 0
522440, 292.0, 1
532967, 856.1, 1
559180, 276.1, 0
573909, 1483.7, 0
576830, 1017.0, 0
594390, 1541.5, 1
602817, 460.0, 0
625625, 333.3, 0
652568, 12091.6, 0
658629, 2696.3, 0
663917, 5000.0, 0
668814, 2620.4, 0
671126, 3694.1, 0
684236, 3182.1, 0
696370, 552.8, 1
710192, 642.0, 0
717057, 2631.8, 1
734562, 1139.9, 0
737408, 3702.6, 0
741669, 4038.1, 0
744154, 629.7, 0
750582, 1680.3, 0
764814, 4835.4, 0
768877, 592.5, 1
776914, 1124.7, 0
783001, 6696.1, 1
787831, 1469.8, 1
812968, 1866.0, 0
818126, 1249.1, 0
828431, 3013.8, 0
834691, 2928.4, 0
852822, 8894.2, 0
863331, 6378.7, 0
872950, 1421.9, 0
968906, 4494.6, 0
998762, 327.6, 0
1067474, 4992.5, 0
1152527, 3181.1, 0
1156431, 2077.2, 0
1232754, 4243.0, 0
1278375, 3386.1, 0
1315242, 3777.8, 1
1452872, 1853.9, 1
1499155, 38696.1, 0
1558797, 8394.5, 1
1847292, 2859.5, 0
1949526, 13160.5, 0
2219424, 31511.2, 1
2316943, 36012.0, 1
2596234, 17205.8, 0
2617834, 42041.9, 0
2640181, 16706.9, 0
2786969, 3552.3, 0
2805016, 45517.1, 0
2964907, 17251.7, 0
3740989, 21910.4, 0
4022318, 13596.7, 0
